Title,Ideology,Country,URL,TWHandle,TWSim,YTId,YTUser
InsideClimate News,Left-center,USA,https://insideclimatenews.org,insideclimate,0.8666666667,UCd4lxXRLFr9_xtGYv1uWeug,insideclimatenews
Insider,Left-center,USA,https://www.insider.com,thisisinsider,0.7,UCHJuQZuzapBh-CuhRYxIZrg,
InsideSources,Right-center,USA,https://www.insidesources.com,insidesourcesdc,0.9285714286,,
Institute for Family Studies,Right,USA,https://ifstudies.org,famstudies,0.8421052632,,
Institute for Humane Studies,Right-center,NA,https://theihs.org,theihs,1,UCbIFNy2NbvJXN5ZTrLgn-9A,
Institute for Middle East Understanding (IMEU),Left-center,USA,https://imeu.org,theimeu,0.7272727273,,
Institute for Policy Studies,Left,NA,https://ips-dc.org,ips_dc,0.8333333333,UCpO2gT9O_4bjfA1DC56Krwg,InstPolicyStudies
Institute for Women’s Policy Research (IWPR),Center,NA,https://iwpr.org,iwpresearch,0.5333333333,UCEXv3ypWhnReEXJlQSKXh6A,womenspolicyresearch
Institute on Taxation and Economic Policy (ITEP),Left-center,NA,https://itep.org,iteptweets,0.5714285714,UC54QU57vK7LlLM-PVULcLzA,
Intellectual Takeout,Right,USA,https://www.intellectualtakeout.org,intellectualto,0.8484848485,UCWtVSqlaED7hA_4YKv_Qa1Q,
International Business Times,Left-center,USA,https://www.ibtimes.com,ibtimes,1,UCI1H2wxkvshpCcUNNOEc4Gw,IBTimesUK
International Center for Research on Women,Left-center,USA,https://www.icrw.org,icrw,1,UCNd-nd1TNXi-g9oxzWq-qFw,ICRW
International Consortium of Investigative Journalists,Center,NA,https://www.icij.org,icijorg,0.7272727273,UCzLqSkXqbvKnI05Z-3xCwwA,TheICIJ
International Crisis Group,Left-center,NA,https://www.crisisgroup.org,crisisgroup,1,UCj015l-Gu66iB80-X_sr9tw,crisisgroup
International Energy Agency (IEA),Center,NA,https://www.iea.org,iea,1,UCiMPkzrVSCEDm3TatvdVylw,IEAEnergy
International Press Institute,Center,NA,https://ipi.media,globalfreemedia,0.1111111111,UC7y6JKpqIYf2-hjTj9odMAg,IPIatFreemedia
International Rescue Committee (IRC),Center,NA,https://www.rescue.org,rescueorg,0.8,UCxU1GdnQGwwUSXdo8tIs_eA,RESCUEorg
International Viewpoint,Left,NA,http://www.internationalviewpoint.org,iviewpoint,0.625,,
Interpreter Magazine,Left-center,USA,https://www.interpretermag.com,interpreter_mag,0.9655172414,,
Intrepid Report,Left,USA,http://www.intrepidreport.com,intrepid_report,0.9655172414,,
Inverse,Left-center,NA,https://www.inverse.com,inversedotcom,0.7,UCEA0LA7k6hwZM-xocspYQjQ,
Investigative Reporters and Editors,Center,NA,https://www.ire.org,ire_nicar,0.5,,
Investopedia,Center,USA,https://www.investopedia.com,investopedia,1,UCvwFhI0mrIWDiZUabRapS5Q,investopediacom
Investors Business Daily,Right,USA,https://www.investors.com,ibdinvestors,0.8571428571,UC5fZv7bPcF5j2RsfO-9OiLA,IBDTV
Iowa Starting Line,Left,USA,https://iowastartingline.com,iastartingline,0.9333333333,,
iPatriot,Right,NA,https://ipatriot.com,theipatriot,0.8421052632,UCh2s-0IJhxe0jfuOZU5F0wQ,
iPolitics,Left-center,NA,https://ipolitics.ca,ipoliticsca,0.9,UCQQ5t1A3aIvGFe1QVHIjwOg,ipoliticscanada
Irish Independent,Right-center,NA,https://www.independent.ie,independent_ie,0.88,UCRIi2dybGnHe3D9vdJJuU-Q,IDGrandPrix2011
Israel Hayom,Right-center,NA,https://www.israelhayom.com,israelhayomeng,0.88,,
It’s Going Down,Left,USA,https://itsgoingdown.org,igd_news,0.4,,
ITV News,Right-center,United Kingdom,https://www.itv.com,itvnews,0.6,UCFQgi22Ht00CpaOQLtvZx2A,ITVNews
Jackson Free Press,Left-center,USA,https://www.jacksonfreepress.com,jxnfreepress,0.7857142857,UCgqn-C4g5NLv6NAx7KkA4Rw,
Jackson Sun,Center,USA,https://www.jacksonsun.com,jsunnews,0.4444444444,UCyRGaa8pjeLMouKTMXlIMaA,
Jacobin,Left,USA,https://www.jacobinmag.com,jacobinmag,1,UCzGUT9PjV3SMBwjWXUYh4HA,
Japan Times,Center,Japan,https://www.japantimes.co.jp,japantimes,1,UCo_QfGG3FlWVh3Z0AoxuwBA,thejapantimes
Japan Today,Right-center,NA,https://japantoday.com,japantoday,1,UClY-Emi2bMcar0gZm5NKIgg,
Jewish Breaking News,Right-center,Israel,http://jewishbreakingnews.com,jbn,0.2857142857,,
Jewish Journal,Right-center,USA,https://jewishjournal.com,jewishjournal,1,UCtsbQFVuDxlLIALEG5iQo9w,jewishjournal
Jewish News Syndicate (JNS),Right-center,USA,https://www.jns.org,jns_org,0.6,UC24cdDLzkNJf2_CNNzdI-UQ,
Jewish Telegraphic Agency (JTA),Center,USA,https://www.jta.org,jtanews,0.6,UCDyTKLG1BzCgbzjRvtcKtHg,
Jewish World Review,Right,USA,http://www.jewishworldreview.com,jwrtoday,0.32,,
Jezebel,Left,USA,https://jezebel.com,jezebel,1,UCI4iIRZltBUQITyvCXz_PZg,
Jihadica,Left-center,USA,http://www.jihadica.com,jihadica,1,,
Joint Center for Political and Economic Studies,Left-center,USA,https://jointcenter.org,jointcenter,1,UCp9whNSjWmlqW8v4K1-tyvA,
Journal Gazette,Center,USA,https://www.journalgazette.net,jgfortwayne,0.4,,
Journal of Politics and Society,Left-center,USA,http://www.helvidius.org,columbiajps,0.3,,
Journal Standard,Center,USA,https://www.journalstandard.com,journalstandard,1,,
JStor Daily,Center,NA,https://daily.jstor.org,jstor_daily,0.625,UCQM-7sUBV6Z-PVas0S4k0lw,JSTORSupport
Judicial Crisis Network,Right,NA,https://judicialnetwork.com,judicialnetwork,1,UCii6a2bHtgZhVPUr7vXq8Qg,
Just Security,Left-center,USA,https://www.justsecurity.org,just_security,0.96,UCI8Am095laG_hASUH_HH8fA,
Just The News,Right,USA,https://justthenews.com,justthenews,1,UC588htN7jqso3D80OnGGrAw,
Kaiser Family Foundation,Center,USA,https://www.kff.org,kff,1,UCh5BiptKZelzOamcmOeq6BA,kaiserfoundation
KAIT8 TV,Center,USA,https://www.kait8.com,region8news,0.25,,
Kansas City Star,Left-center,USA,https://www.kansascity.com,kcstar,0.25,UCDKXqKVQz__gFavp64iyx8w,KansasCityStarVideo
Kansas Policy Institute (KPI),Right,USA,https://kansaspolicy.org,kspolicy,0.8,UCNthK1nbhLRYoiCXqjih3bw,KansasPolicyInst
KDVR TV,Center,USA,https://kdvr.com,kdvr,1,UCkRP0nS2qERsw-U-OTLbI0A,KDVRDenver
KMOV,Left-center,NA,https://www.kmov.com,kmov,1,UCwHKLYLfz6M14SbBahFH5VA,KMOVNews4StLouis
Knight Foundation,Left-center,NA,https://knightfoundation.org,knightfdn,0.64,UCLnNIh2YXU6i2YTntbTyCWQ,knightfdn
Know Your Meme,Center,NA,https://knowyourmeme.com,knowyourmeme,1,UCbrPqq29C9Q_TQP7OFFRzcw,KnowYourMeme
Knowhere,Center,USA,https://knowherenews.com,knowherenews,1,,
Knoxville News Sentinel,Center,NA,https://www.knoxnews.com,knoxnews,1,UCypowE_p8nJK2uZgE77tNUA,knoxnews
KOCO News 5,Left-center,NA,https://www.koco.com,koconews,0.6666666667,UCoIhMkbeDRBImkGiA5mZp5A,kocotv
Kotaku,Left-center,USA,https://www.kotaku.com,kotaku,1,UCVS9tA3PI8Gard_LrTx0YsQ,KotakuNYC
KTLA,Center,USA,https://ktla.com,ktla,1,UCinjnmQEwCddOudyCC1v7qA,KTLA
KTUU TV,Center,USA,https://www.ktuu.com,ch2ktuu,0.7272727273,,
KTVA 11,Center,USA,https://www.ktva.com,ktva,1,UCmb9yvLnXF83FZpWzAi9ADg,bjkktva
KUOW NPR,Left-center,USA,https://kuow.org,kuow,1,UCbAzV-QAfHd1ckMfwU1d0Eg,KUOW949
Kurdistan 24,Left-center,NA,http://www.kurdistan24.net,kurdistan24tv,0.9166666667,UCDf50m6KorFbRRPxV6-r3yw,kurdistan24tv
KUTV Salt Lake City,Right-center,USA,https://kutv.com,kutv2news,0.6153846154,UCFVUStJ4azXbWMhFO4yTELg,KUTV2News
KWTV News9,Center,USA,https://www.news9.com,news9,1,UCSGeXKPLsXkSCIwaG2cCjLA,NEWS9OklahomaCity
Kyiv Post,Left-center,Ukraine,https://www.kyivpost.com,kyivpost,1,UClnEMtKghVQWqw1tOX2NeMQ,
La Presse,Left-center,Canada,https://www.lapresse.ca,lp_lapresse,0.8421052632,UCvPIx4OH6uiQcp2Q4aG6EmA,LaPresseVideo
La Repubblica,Left-center,Italy,https://www.repubblica.it,repubblica,1,UC9ePmjVRHLL8x8vq5fOKflg,
La Stampa,Left-center,Italy,https://www.lastampa.it,lastampa,1,UCfSRM_neLxKluhhA0IguK5A,lastampait
LA Weekly,Left,USA,https://www.laweekly.com,laweekly,1,UCXeGxrJnVIj7V6Xa9Ih4Jaw,
Laconia Daily Sun,Left-center,USA,https://www.laconiadailysun.com,laconiadailysun,1,,
Lansing State Journal,Center,USA,https://www.lansingstatejournal.com,lsjnews,0.2307692308,UC2LJFCluJAb9d_CqD-8_PXQ,LansingStateJournal
Laredo Morning Times,Right-center,USA,https://www.lmtonline.com,lmtnews,0.625,,
Las Cruces Sun News,Center,USA,https://www.lcsun-news.com,crucessunnews,0.6956521739,UCNZFSDA1X_IzlliXxSRKgpA,CrucesSunNews
Las Vegas Review Journal,Right-center,USA,https://www.reviewjournal.com,reviewjournal,1,UCKk6TkLfOoXs2T4vfvdGlnw,
Las Vegas Sun,Left-center,USA,https://lasvegassun.com,lasvegassun,1,UCo30hbSt6D9z2ObnR4Goo0A,LasVegasSun
Latin Times,Left-center,NA,https://www.latintimes.com,thelatintimes,0.8695652174,UC_XDq-FYD6ZFUbgDHQ23Xyg,
Lavender Magazine,Left,NA,https://www.lavendermagazine.com,lavmag,0.5454545455,,
Law Enforcement Today,Right,USA,https://www.lawenforcementtoday.com,lawenforcetoday,0.8823529412,UC_ECSdck4XrH5DMGKkWqrTA,
Law.com,Center,USA,https://www.law.com,lawdotcom,0.5,UCBglakNeXegrOZZPscKRxfQ,
Law360,Center,USA,https://www.law360.com,iplaw360,0.8571428571,UCPMeh7cYsHrwt0k9lggecQw,
Lawfare Blog,Center,USA,https://www.lawfareblog.com,lawfareblog,1,,
Le Devoir,Center,Canada,https://www.ledevoir.com,ledevoir,1,UCVSWLtm3ijS-rTwa__Ww2Rg,JournalLeDevoir
Lead Stories,Center,USA,https://leadstories.com,leadstoriescom,0.88,UCGrs9ygWWH8iccEQfM5uh_A,
Learn Liberty,Right-center,NA,http://www.learnliberty.org,learnliberty,1,UCFJNcE0iHj7P6dhp5iCZRLg,LearnLiberty
Lebanon Daily News,Center,USA,https://www.ldnews.com,ldnews,1,UCBaTw60WKgbGV6Mt4CNam4g,LebanonDailyNewsPA
Left Foot Forward,Left,NA,https://leftfootforward.org,leftfootfwd,0.8461538462,UC0WJEzXHo-v0OEMblWzEd-A,
Left Justified,Left-center,NA,http://www.leftjustified.com,leftjust,0.7619047619,,
Left Voice,Left,Argentina,https://www.leftvoice.org,left_voice,0.9473684211,,
Legal Insurrection,Right,USA,https://legalinsurrection.com,leginsurrection,0.9375,UCufR_sP6bjarwJwNEljxAnQ,legalinsurrection
Leicester Mercury,Right-center,United Kingdom,https://www.leicestermercury.co.uk,leicslive,0.4,UC2FcPLHM2A6H0ZR3PD3UvkQ,thisisleicesternews
Lethbridge Herald,Left-center,NA,https://lethbridgeherald.com,leth_herald,0.7407407407,UC8ke0tE54ROfKt7WmQrmtaw,lethbridgeHerald
Lexington Herald Leader,Left-center,NA,https://www.kentucky.com,heraldleader,0.1,UCPhVqO6gISmStEikSvmvYyA,HeraldLeaderVideos
Lexington Institute,Right-center,USA,https://www.lexingtoninstitute.org,lexnextdc,0.3703703704,UCZMGUbL-TwhRGF0FphSqvYg,
LGBTQ Nation,Left,USA,https://www.lgbtqnation.com,lgbtqnation,1,UCRG85wzvd1a9RJhbhwkGKeA,lgbtqnation
Libcom.org,Left,NA,http://libcom.org,libcomorg,0.8,UCJJl3hyuWwEw0EtYfzy0g5A,WorkplaceDemocracy1
Liberal America,Left,USA,http://liberalamerica.org,libamericaorg,0.7407407407,UC5zPi7g6wk5Y8fiPBhtvL-w,
Liberals Unite (Samuel Warde),Left,NA,http://samuel-warde.com,samwardewriter,0.6153846154,,
Liberation News,Left,NA,https://www.liberationnews.org,pslweb,0.1,UCQObr5Jec8STSDpM9WV7WoQ,LiberationNews
Libertarianism.org,Right-center,USA,https://www.libertarianism.org,libertarianism,1,UC9ykPUyPtZyFlUUUZPb4q7w,libertarianismdotorg
Liberty Hangout,Right,NA,http://libertyhangout.org,libertyhangout,1,UCQMb7c66tJ7Si8IrWHOgAPg,LibertyHangout
Liberty Headlines,Right,NA,https://www.libertyheadlines.com,libertyheadline,0.9677419355,UCKi-urCBT0xnZnISUtng1jw,
Liberty Nation,Right,USA,https://www.libertynation.com,libertynation,1,UCOszgB0lT2YmSARshw9xN3g,
Liberty News,Right,NA,https://www.libertynews.com,liberty,0.7777777778,UCjB9v0HaeA-wlSdqbEiPN3g,libertynewsmedia
LibertyTalk.FM,Right,USA,https://libertytalk.fm,lt_fm,0.25,UCq-5gUbMZj1TGEQZvI1gZ7A,DailyPaulRadio1
Life News,Right,USA,https://www.lifenews.com,lifenewshq,0.8888888889,,
Lifehacker,Left-center,NA,https://www.lifehacker.com,lifehacker,1,UCYGnmkFGP4EgAOqu58JA_lg,lifehacker
LifeZette,Right,USA,https://www.lifezette.com,lifezette,1,UCZ3U7eFcoO2zDZrpJ8d63-w,
Lima Charlie News,Center,NA,https://limacharlienews.com,limacharlienews,1,UCv7G70EjeWkKDRKkilbWGDg,
Lincoln Journal Star,Center,USA,https://journalstar.com,journalstarnews,0.8461538462,UC7CJXNiWzI2xpO9UyYlgBZw,
ListVerse,Right-center,United Kingdom,https://listverse.com,listverse,1,UCpPvprewEPhy8AZBwox3Gvg,
Little Green Footballs,Left,USA,http://littlegreenfootballs.com,green_footballs,0.8,,
LiveLeak,Left-center,NA,https://www.liveleak.com,liveleak,1,UCE_2BwELArbeGEA6EEunJow,
Lompoc Record,Center,NA,https://lompocrecord.com,lompocrecord,1,UCyAiiMdPxJP-38CnmcQv3Iw,SantaMariaTimes
London Broadcasting Company (LBC),Right-center,United Kingdom,https://www.lbc.co.uk,lbc,1,UCb1Ti1WKPauPpXkYKVHNpsw,LBC973LBC973
London Evening Standard,Right-center,United Kingdom,https://www.standard.co.uk,standardnews,0.8,UC7RQon_YwCnp_LbPtEwW65w,EveningStandardNews
London Free Press,Right-center,Canada,https://lfpress.com,lfpress,1,UCRROHNHB3JN8JxKST9xl_og,
Lone Conservative,Right,USA,https://loneconservative.com,loconservative,0.9333333333,UCNQOf36gAPgajqlLbaBQSFQ,
Longview News Journal,Center,USA,https://www.news-journal.com,newsjournal,0.9565217391,UCoKtOThA1PAJ5lOyIiiU8_A,NewksEatery
Los Angeles Daily News,Right-center,USA,https://www.dailynews.com,ladailynews,0.9,,
Los Angeles Magazine,Left-center,USA,https://www.lamag.com,lamag,1,UCCdoEHaO3hRKWXMTjPXPu_Q,LosAngelesmag
Los Angeles Times,Left-center,USA,https://www.latimes.com,latimes,1,UCw3SYO_euO0TSPC_m_0Pzgw,losangelestimes
Louder With Crowder,Right,USA,https://www.louderwithcrowder.com,scrowder,0.56,UCIveFvW-ARp_B_RckhweNJw,StevenCrowder
Lubbock Avalanche Journal,Right-center,USA,https://www.lubbockonline.com,lubbockonline,1,UCL-snOhs2ADdIkCsCoqefCA,LubbockAJ
Mackinac Center for Public Policy,Right-center,USA,https://www.mackinac.org,mackinaccenter,0.7272727273,UCnIg-BMrs3yRxPOr8I3mrhg,MackinacCenter
Maclean’s Magazine,Right-center,Canada,https://www.macleans.ca,macleans,1,UC4Snt90pJvXHWoUAMsYSN0w,MacleansMagazine
Maine Beacon,Left-center,NA,https://mainebeacon.com,mebeacon,0.8421052632,UCyqa9EXvckS5LeJGb3zuQ9Q,
Mainichi Shimbun,Left-center,Japan,https://mainichi.jp,mainichi,1,UCI4mta4pWhYhPSLhjmUAfZQ,videomainichi
MakeUseOf,Center,NA,https://www.makeuseof.com,makeuseof,1,UCfXdejDvNviqilmJ9DvGuow,makeuseoftv
Malaysia Today,Right-center,Malaysia,https://www.malaysia-today.net,rajapetra,0.2608695652,UCYlcgg_HulaUWfXFhaOFaDw,petrakamarudin
Malaysiakini,Left-center,Malaysia,https://www.malaysiakini.com,malaysiakini,1,UC9ULnkwvyofZ_sWrzRpyvrg,malaysiakini
Manhattan Institute for Policy Research,Right,USA,https://www.manhattan-institute.org,manhattaninst,0.8125,UCbJHyf5BRreiCcddo3N0aGg,ManhattanInst
Maplight,Left-center,USA,https://maplight.org,maplight,1,UCRf46GmKKlfQsomuWooAn2w,MAPLightVideo
Marginal Revolution,Right-center,USA,https://marginalrevolution.com,margrev,0.56,UCnkEhPBMZcEO0QGu51fDFDg,MrUniversity
MarketWatch,Right-center,USA,https://www.marketwatch.com,marketwatch,1,UCPaSu8qnjJhF1vkXVOGojBQ,
Mashable,Left,USA,https://mashable.com,mashable,1,UCL8Nxsa1LB9DrMTHtt3IKiw,mashable
McClatchyDC,Left-center,USA,https://www.mcclatchydc.com,mcclatchydc,1,UCTo_GrhRsASw22tOpwXfEaQ,McClatchyDC
Mean Left Hook,Left,NA,http://meanlefthook.com,mean_left_hook,,,
Media Circus,Right,NA,https://www.mediacircus.com,mediacircuscom,0.88,,
Media Equalizer,Right,USA,https://mediaequalizer.com,mediaequalizer,1,,
Media Matters,Left,USA,https://www.mediamatters.org,mmfa,0.25,UC_70iWZ6ym2cglS_kv5YfmA,
Media Research Center,Right,USA,https://www.mrc.org,themrc,0.6666666667,UCpugeZUO4F8H7YC_H_EDirA,MRCTVdotOrg
Media Trackers,Right,USA,http://mediatrackers.org,mediatrackersmt,0.9285714286,,
MediaFile,Left-center,NA,http://www.mediafiledc.com,mediafiledc,1,,
Mediaite,Left,USA,https://www.mediaite.com,mediaite,1,UCGJNv0jLqnkp9VbEXTbRd5w,Mediaite
Medium,Left-center,USA,https://medium.com,medium,1,UCvbsV1Ws60Q-8ulUe-uqgKg,
Meduza,Left,Latvia,https://meduza.io,meduzaproject,0.6315789474,UC-30BJyAAObw1irWxu6IPkw,themeduzapro
Memeorandum,Center,NA,https://www.memeorandum.com,memeorandum,1,,
Mental Floss,Center,USA,https://www.mentalfloss.com,mental_floss,0.9565217391,UCpZ5qUqpW4hW4zdfuBxMSJA,MentalFlossVideo
Mercatornet,Right,NA,https://mercatornet.com,mercatornet,1,UCAsdfaJ4qwTWTyFjoAcrZKA,mercatornetvideo
Mercatus Center,Right-center,USA,https://www.mercatus.org,mercatus,1,UCKtFwcQCsl1ttW2CgOqFMUQ,MercatusCenter
MercoPress,Center,NA,https://en.mercopress.com,mercopressnews,0.8333333333,,
Merion West,Center,NA,https://merionwest.com,merionwest,1,,
Merry Jane,Left,NA,https://merryjane.com,merryjane,1,UCSecgeLcJ6qXmE-tgOMYM1Q,
Metabunk,Center,NA,https://www.metabunk.org,mickwest,0.25,UCF3UCTZiVg9wrIEzO7Om6jw,mickword
Metro UK,Left-center,United Kingdom,https://metro.co.uk,metrouk,0.8333333333,UCgCkZRxAzC5THzTr8Hz4fkg,
Metro US,Left-center,NA,https://www.metro.us,metrophilly,0.625,UC5k-PFhEKC9kDjhG1miq9Gw,MetroNewsUS
MetroWest Daily News,Center,USA,https://www.metrowestdailynews.com,metrowestdaily,0.875,UC4vqAv1HSprl9mH7EPU_kzQ,
Mexico Daily News,Left-center,Mexico,https://mexiconewsdaily.com,mexicond,0.6956521739,,
Miami Herald,Left-center,USA,https://www.miamiherald.com,miamiherald,1,UC7Ij5ZCf2E9GmZ86cIw3vVg,miamiherald
Miami New Times,Left,NA,https://www.miaminewtimes.com,miaminewtimes,1,UCdLRfX-vkWx0YId_ocFQ0wg,MiamiNewTimesLLC
Mic,Left-center,NA,https://www.mic.com,mic,1,UCgpEN1mWQxivlZ9O6GuZbOw,micmediavideo
Middle East Monitor,Left,United Kingdom,https://www.middleeastmonitor.com,middleeastmnt,0.8666666667,UCJX8Wn6opMsBng3QWh0dK6g,
Migration Policy Institute,Left-center,USA,https://www.migrationpolicy.org,migrationpolicy,1,UCdtJ56R55sCQFGfZ7Q7mQJg,MigrationPolicy
Militarist Monitor,Left-center,NA,https://militarist-monitor.org,militaristweb,0.6451612903,,
Military Times,Center,USA,https://www.militarytimes.com,militarytimes,1,UCY5Exop4r_bHmarcB_7jLMQ,militarytimesmedia
Military.com,Center,USA,https://www.military.com,militarydotcom,0.7272727273,UC7F2QS7wk6Eq9Z4uabl5rmg,MilcomVids
Milliyet,Right,Turkey,https://www.milliyet.com.tr,milliyet,1,UCCveXpZ1c-5qeW7liStvG-w,
Milwaukee Journal Sentinel,Left-center,NA,https://www.jsonline.com,journalsentinel,0.5217391304,UCx3OuVURpwh-UYamOrw-b4A,jsonline
Minneapolis Star Tribune,Left-center,USA,https://www.startribune.com,startribune,1,UCa-22YiwAc4jzg01UE2RDtA,StarTribune
Minnesota Public Radio (MPR),Left-center,NA,https://www.mprnews.org,mprnews,1,UChrfVRXVr1rieeZ4IIFJ7zQ,MPRdotOrg
MinnPost,Left-center,NA,https://www.minnpost.com,minnpost,1,UCbUbK8izjK3zNRyrIHI39ng,minnpost
Mint Press News,Left-center,USA,https://www.mintpressnews.com,mintpressnews,1,UCc9UUSOBWC6VCkJUqnh-CLw,MintPressNews
Mises Institute,Right,USA,https://mises.org,mises,1,UCmT6-ChKpaiIVu2fhEIsNtQ,misesmedia
Missoulian,Center,NA,https://missoulian.com,missoulian,1,UC5lgVXBytsRdxupAff2cUjw,MissoulianVideo
MLive,Right-center,USA,https://www.mlive.com,mlive,1,UClmFQfVyDvdtCralM-Oo_mw,MLiveVideo
Modern Liberals,Left,USA,http://www.modernliberals.com,modern_liberals,0.9655172414,,
Molad The Center for the Renewal of Israeli Democracy,Left,NA,http://www.molad.org,moladcrid,0.7142857143,,
Mondoweiss,Left,NA,https://mondoweiss.net,mondoweiss,1,UC7oQL6bXDLVlfRzeF8_KcGw,themondovideo
Mongabay,Left-center,NA,https://news.mongabay.com,mongabay,1,UCnrubbmyCz8krGnpsbhJRYg,
Montana Standard,Center,NA,https://mtstandard.com,montanastandard,0.8,UC8oyBIWgtD0-vxrReX5H58w,mtstandard1
Monthly Review,Left-center,NA,https://monthlyreview.org,monthly_review,0.962962963,,
Montreal Gazette,Right-center,Canada,https://montrealgazette.com,mtlgazette,0.8,UCiiiXY1ue6nb7iqY8o8f62w,themontrealgazette
Moon of Alabama,Left,USA,https://www.moonofalabama.org,moonofa,0.7,,
Morning Consult,Center,USA,https://morningconsult.com,morningconsult,1,UC5EHIP5gUPEji_zSvHXEzZw,TheMorningConsult
Moscow Times,Left-center,Netherlands,https://www.themoscowtimes.com,moscowtimes,0.88,UCRNPdAfK5Mp8ORtjUt3Q8UA,
Mother Jones,Left-center,USA,https://www.motherjones.com,motherjones,1,UCbWB33FQvFiV0Pq9Calkgzw,MotherJonesVideo
Mother Nature Network,Left-center,NA,https://www.mnn.com,mothernaturenet,0.3333333333,UCtI8HXXH9VjFW4l3ejJsNKw,MotherNatureNetwork
Mothership,Left-center,Singapore,https://mothership.sg,mothershipsg,0.9090909091,UCNWh9GuY0APdpm6jwbX5JsA,MothershipSG
Mountain Democrat,Left-center,NA,https://www.mtdemocrat.com,mtdemocratnews,0.8333333333,,
Ms. (Magazine),Left,NA,https://msmagazine.com,msmagazine,1,UCBkwgMuUJ0HMkXan0eoOT5w,MsMagazine
MSN News,Left-center,USA,https://www.msn.com,msn,1,UC0JKJQrPifOha3KqSU4IpOg,msn
MSNBC,Left,USA,https://www.msnbc.com,msnbc,1,UCaXkIU1QidjPwiAYu6GcHjg,msnbcleanforward
Muncie Voice,Left-center,USA,http://www.muncievoice.com,muncievoice,1,UCmCanQvIasQ2tByJA7haNoA,MuncieVoice
MyNorthwest,Right-center,NA,https://mynorthwest.com,mynorthwest,1,UCe9HXOhxQYkegxJjVKb1nyw,
Naked Capitalism,Left-center,NA,https://www.nakedcapitalism.com,yvessmith,0.25,,
Napa Valley Register,Center,NA,https://napavalleyregister.com,naparegister,0.8,UC9J1nRsqWhPGotOqzYkXHtA,NapaValleyRegister1
Naples Daily News,Left-center,USA,https://www.naplesnews.com,ndn,0.3076923077,UCvByPqIQZjFQfBwkHSHq8fw,NaplesDailyNews
Nation of Change,Left,USA,https://www.nationofchange.org,nationofchange,1,UCb0loaR9alFkLWjdMSTN9uw,NationofChangeVideo
National Affairs Magazine,Right-center,USA,https://www.nationalaffairs.com,nationalaffairs,1,,
National Association for the Advancement of Colored People (NAACP),Left-center,NA,https://www.naacp.org,naacp,1,UCjIwnDSmohltS_z8YCuZUHg,naacpvideos
National Bureau of Economic Research (NBER),Center,NA,https://www.nber.org,nberpubs,0.6666666667,UC79ELlHFewHXj5XDBcRloUQ,
National Center for Public Policy Research (NCPPR),Right,NA,https://nationalcenter.org,nationalcenter,1,UCFrgtYxKOBuDqXavBuK0FFA,
National Center for Transgender Equality (NCTE),Left-center,NA,https://transequality.org,transequality,1,UCMI6evE570yBEdpv2DVXzBw,nctequality
National Conference of State Legislatures (NCSL),Center,USA,https://www.ncsl.org,ncslorg,0.7272727273,UCPwfTjrXfg1nJItqSl9I9BA,NCSLorg
National Institute on Money in State Politics,Center,NA,https://www.followthemoney.org,moneyinpolitics,0.3448275862,,
National Interest,Right-center,USA,https://nationalinterest.org,thenatlinterest,0.7741935484,UCRkT03yA1sf1lqHvBOz6UvQ,TheNatlInterest
National Journal,Center,USA,https://www.nationaljournal.com,nationaljournal,1,UC0PenCUwLpNqw_-TqCZb-5g,NationalJournal
National Monitor,Left-center,NA,http://natmonitor.com,nationalmonitor,0.8,,
National Newswatch,Left-center,NA,https://www.nationalnewswatch.com,natnewswatch,0.8275862069,,
National Observer,Left-center,Canada,https://www.nationalobserver.com,natobserver,0.8148148148,UCxBvnCL0amOmZTh2aUe17hw,
National Post,Right-center,Canada,https://nationalpost.com,nationalpost,1,UC5Vzc-I--guzURose4X6lKQ,nationalpost
National Review,Right,USA,https://www.nationalreview.com,nro,0.2352941176,UCun4tg1BecN4PuxwZ6mL3NA,NROVideos
NationMaster,Center,NA,https://www.nationmaster.com,nationmaster,1,,
Natural Resource Governance Institute,Left-center,USA,https://resourcegovernance.org,nrginstitute,0.1333333333,UCZFgJTR57-iJwmNSIy5_sBQ,RevenueWatch
Natural Resources Defense Council (NRDC),Left,USA,https://www.nrdc.org,nrdc,1,UCNia_X3a7HLxBSN-z57UGQw,NRDCflix
Nature Conservancy,Left-center,NA,https://www.nature.org,nature_org,0.75,UCot7TSJfrZ3a0McduoFeYuA,natureconservancy
Navy Times,Center,USA,https://www.navytimes.com,navytimes,1,UCY5Exop4r_bHmarcB_7jLMQ,militarytimesmedia
NBC News,Left-center,USA,https://www.nbcnews.com,nbcnews,1,UCeY0bbntWzzVIaj2z3QigXg,NBCNews
NBCNewYork.com,Left-center,USA,https://www.nbcnewyork.com,nbcnewyork,1,UCxCfoSInadl-4i3F70zDt1A,WNBC4NewYork
NC Policy Watch,Left-center,NA,http://www.ncpolicywatch.com,ncpolicywatch,1,UC8iq6rZlCpoOc3LtYcgetNw,theprogressivepulse
NDTV,Left-center,India,https://www.ndtv.com,ndtv,1,UCZFMm1mMw0F81Z37aaEzTUA,ndtv
Netherlands Radio and Television Association (NOS),Right-center,Netherlands,https://nos.nl,nos,1,UC5xziMuoFAOpX9mwUVhe2Jw,
New America,Left-center,USA,https://www.newamerica.org,newamerica,1,UCvQQMY6TyUdt5VeHpuHv_Dg,NewAmericaFoundation
